HGNC ID	Approved symbol	Previous symbols	NCBI Gene ID
HGNC:29204	SVBP	CCDC23	374969
HGNC:15985	SVEP1	C9orf13	79987
HGNC:11480	SVIL		6840
HGNC:51219	SVIL-AS1		102724316
HGNC:44959	SVIL2P	SVILP1	645954
HGNC:25238	SVIP		258010
HGNC:25417	SVOP		55530
HGNC:27034	SVOPL		136306
HGNC:17070	SWAP70		23075
HGNC:31412	SWI5	C9orf119	375757
HGNC:43709	SWINGN	LINC00565	100861555
HGNC:26638	SWSAP1	C19orf39	126074
HGNC:16785	SWT1	C1orf26	54823
HGNC:16273	SYAP1		94056
HGNC:26011	SYBU		55638
HGNC:55741	SYBU-AS1		100132813
HGNC:28852	SYCE1	C10orf94	93426
HGNC:37236	SYCE1L		100130958
HGNC:27411	SYCE2		256126
HGNC:35245	SYCE3	C22orf41	644186
HGNC:18442	SYCN	INSSA1	342898
HGNC:11487	SYCP1		6847
HGNC:11490	SYCP2		10388
HGNC:21537	SYCP2L	C6orf177	221711
HGNC:18130	SYCP3		50511
HGNC:25824	SYDE1		85360
HGNC:25841	SYDE2		84144
HGNC:19824	SYF2	CBPIN	25949
HGNC:19925	SYF2P1	CBPINP, SYF2P	317778
HGNC:38139	SYF2P2		100128275
HGNC:11491	SYK		6850
HGNC:22935	SYMPK		8189
HGNC:11494	SYN1	MRX50	6853
HGNC:11495	SYN2		6854
HGNC:11496	SYN3		8224
HGNC:40569	SYN3-AS1		105373004
HGNC:28897	SYNC	SYNC1	81493
HGNC:16918	SYNCRIP		10492
HGNC:56945	SYNCRIPP1		149844
HGNC:15885	SYNDIG1	C20orf39, TMEM90B	79953
HGNC:32388	SYNDIG1L	TMEM90A	646658
HGNC:17089	SYNE1	C6orf98	23345
HGNC:40793	SYNE1-AS1		100505475
HGNC:17084	SYNE2		23224
HGNC:19861	SYNE3	C14orf49, LINC00341, C14orf139, NCRNA00341	161176
HGNC:56940	SYNE3-AS1		101929107
HGNC:26703	SYNE4	C19orf46, DFNB76	163183
HGNC:11497	SYNGAP1		8831
HGNC:53831	SYNGAP1-AS1		
HGNC:11498	SYNGR1		9145
HGNC:11499	SYNGR2		9144
HGNC:11500	SYNGR2P1	SYNGR2P	283698
HGNC:33947	SYNGR2P2		138916
HGNC:11501	SYNGR3		9143
HGNC:11502	SYNGR4		23546
HGNC:11503	SYNJ1		8867
HGNC:11504	SYNJ2		8871
HGNC:41387	SYNJ2-IT1		
HGNC:18955	SYNJ2BP		55333
HGNC:48350	SYNJ2BP-COX16		100529257
HGNC:24466	SYNM	DMN	23336
HGNC:55421	SYNM-AS1		105371016
HGNC:56228	SYNM-AS2		
HGNC:30672	SYNPO		11346
HGNC:17732	SYNPO2		171024
HGNC:23532	SYNPO2L		79933
HGNC:55242	SYNPO2L-AS1		105378360
HGNC:16507	SYNPR		132204
HGNC:40774	SYNPR-AS1		
HGNC:557	SYNRG	AP1GBP1	11276
HGNC:11506	SYP		6855
HGNC:40571	SYP-AS1		
HGNC:11507	SYPL1	SYPL	6856
HGNC:53546	SYPL1P1		100130011
HGNC:53547	SYPL1P2		100132972
HGNC:27638	SYPL2		284612
HGNC:16162	SYS1	C20orf169	90196
HGNC:33535	SYS1-DBNDD2		767557
HGNC:11509	SYT1	SYT, SVP65	6857
HGNC:11510	SYT2		127833
HGNC:40572	SYT2-AS1		
HGNC:11511	SYT3		84258
HGNC:11512	SYT4		6860
HGNC:11513	SYT5		6861
HGNC:18638	SYT6		148281
HGNC:11514	SYT7	PCANAP7	9066
HGNC:19264	SYT8		90019
HGNC:19265	SYT9		143425
HGNC:56173	SYT9-AS1		100506258
HGNC:19266	SYT10		341359
HGNC:19239	SYT11		23208
HGNC:18381	SYT12		91683
HGNC:14962	SYT13		57586
HGNC:23143	SYT14		255928
HGNC:33429	SYT14P1	SYT14L	401135
HGNC:17167	SYT15		83849
HGNC:56167	SYT15-AS1		101927699
HGNC:51487	SYT15B		102724488
HGNC:23142	SYT16	SYT14L	83851
HGNC:24119	SYT17		51760
HGNC:15584	SYTL1		84958
HGNC:15585	SYTL2		54843
HGNC:15587	SYTL3		94120
HGNC:15588	SYTL4		94121
HGNC:15589	SYTL5		94122
HGNC:20738	SYVN1		84447
HGNC:30232	SZRD1	C1orf144	26099
HGNC:56315	SZRD1P1		100130075
HGNC:29040	SZT2	C1orf84, KIAA0467	23334
HGNC:41225	SZT2-AS1		
HGNC:17734	TAAR1	TRAR1	134864
HGNC:4514	TAAR2	GPR58	9287
HGNC:4513	TAAR3P	GPR57, TAAR3	9288
HGNC:31924	TAAR4P		503612
HGNC:30236	TAAR5		9038
HGNC:20978	TAAR6	TRAR4	319100
HGNC:31925	TAAR7P		503611
HGNC:14964	TAAR8	GPR102, TRAR5	83551
HGNC:20977	TAAR9	TRAR3	134860
HGNC:18157	TAB1	MAP3K7IP1	10454
HGNC:17075	TAB2	MAP3K7IP2	23118
HGNC:53508	TAB2-AS1		105378049
HGNC:30681	TAB3	MAP3K7IP3	257397
HGNC:20176	TAB3-AS1	CXorf29	727682
HGNC:40013	TAB3-AS2		
HGNC:37723	TAB3P1		643199
HGNC:11517	TAC1	TAC2, NKNA	6863
HGNC:11521	TAC3	NKNB	6866
HGNC:16641	TAC4		255061
HGNC:11522	TACC1		6867
HGNC:44974	TACC1P1		219752
HGNC:11523	TACC2		10579
HGNC:11524	TACC3		10460
HGNC:24316	TACO1	CCDC44	51204
HGNC:11526	TACR1	TAC1R	6869
HGNC:11527	TACR2	TAC2R, NKNAR	6865
HGNC:11528	TACR3		6870
HGNC:55593	TACR3-AS1		
HGNC:11530	TACSTD2	M1S1	4070
HGNC:30631	TADA1	TADA1L	117143
HGNC:11531	TADA2A	TADA2L	6871
HGNC:30781	TADA2B		93624
HGNC:19422	TADA3	TADA3L	10474
HGNC:11535	TAF1	TAF2A, BA2R, CCG1, CCGS, DYT3	6872
HGNC:11532	TAF1A		9015
HGNC:40573	TAF1A-AS1		100506161
HGNC:11533	TAF1B		9014
HGNC:11534	TAF1C		9013
HGNC:28759	TAF1D	JOSD3	79101
HGNC:18056	TAF1L		138474
HGNC:11536	TAF2	TAF2B	6873
HGNC:17303	TAF3		83860
HGNC:11537	TAF4	TAF4A, TAF2C1, TAF2C	6874
HGNC:11538	TAF4B	TAF2C2	6875
HGNC:11539	TAF5	TAF2D	6877
HGNC:17304	TAF5L		27097
HGNC:24115	TAF5LP1	TAF5LP	645744
HGNC:11540	TAF6	TAF2E	6878
HGNC:17305	TAF6L		10629
HGNC:11541	TAF7	TAF2F	6879
HGNC:11548	TAF7L	TAF2Q	54457
HGNC:17300	TAF8	TBN	129685
HGNC:11542	TAF9	TAF2G	6880
HGNC:17306	TAF9B	TAF9L	51616
HGNC:30687	TAF9BP1		246135
HGNC:38836	TAF9BP2		100130319
HGNC:31743	TAF9P1		360002
HGNC:31744	TAF9P2		360003
HGNC:30678	TAF9P3		163088
HGNC:11543	TAF10	TAF2H, TAF2A	6881
HGNC:11544	TAF11	TAF2I	6882
HGNC:53838	TAF11L1		285697
HGNC:53845	TAF11L2		391742
HGNC:53846	TAF11L3		646103
HGNC:53847	TAF11L4		391746
HGNC:53848	TAF11L5		646066
HGNC:53849	TAF11L6		391747
HGNC:53850	TAF11L7		112488736
HGNC:53851	TAF11L8		112488737
HGNC:53852	TAF11L9		112488745
HGNC:53853	TAF11L10		112488738
HGNC:53854	TAF11L11		112488746
HGNC:53855	TAF11L12		112488739
HGNC:53856	TAF11L13		112488747
HGNC:53857	TAF11L14		112488740
HGNC:11545	TAF12	TAF2J	6883
HGNC:52502	TAF12-DT	LINC01715	105378616
HGNC:11546	TAF13	TAF2K	6884
HGNC:18699	TAF13P1	TAF13P	246112
HGNC:38161	TAF13P2		100462886
HGNC:11547	TAF15	TAF2N	8148
HGNC:21587	TAFA1	FAM19A1	407738
HGNC:21589	TAFA2	FAM19A2	338811
HGNC:21590	TAFA3	FAM19A3	284467
HGNC:21591	TAFA4	FAM19A4	151647
HGNC:21592	TAFA5	FAM19A5	25817
HGNC:11577	TAFAZZIN	CMD3A, EFE2, EFE, TAZ	6901
HGNC:15669	TAGAP		117289
HGNC:55239	TAGAP-AS1		105378083
HGNC:11553	TAGLN		6876
HGNC:11554	TAGLN2		8407
HGNC:21739	TAGLN2P1		100418887
HGNC:31039	TAGLN2P2		642319
HGNC:29868	TAGLN3		29114
HGNC:11556	TAL1	TCL5	6886
HGNC:11557	TAL2		6887
HGNC:54476	TALAM1		109136579
HGNC:11559	TALDO1		6888
HGNC:11560	TALDO1P1	TALDO, TALDOP1	6889
HGNC:18707	TAMALIN	GRASP	160622
HGNC:32680	TAMALIN-AS1	GRASPOS, GRASP-AS1	692159
HGNC:25187	TAMM41	C3orf31	132001
HGNC:56695	TANAR		
HGNC:29364	TANC1		85461
HGNC:30212	TANC2		26115
HGNC:25439	TANGO2	C22orf25	128989
HGNC:25749	TANGO6	TMCO7	79613
HGNC:11562	TANK	TRAF2	10010
HGNC:40575	TANK-AS1		105373719
HGNC:29259	TAOK1		57551
HGNC:16835	TAOK2		9344
HGNC:18133	TAOK3		51347
HGNC:43	TAP1	ABCB2	6890
HGNC:44	TAP2	ABCB3	6891
HGNC:11566	TAPBP		6892
HGNC:30683	TAPBPL		55080
HGNC:26887	TAPT1		202018
HGNC:26832	TAPT1-AS1		202020
HGNC:11568	TARBP1		6894
HGNC:11569	TARBP2		6895
HGNC:11570	TARBP2P1	TARBP2P	6896
HGNC:11571	TARDBP		23435
HGNC:16536	TARDBPP1	TARDBPL	643503
HGNC:39848	TARDBPP2		440142
HGNC:55122	TARDBPP3		643387
HGNC:55123	TARDBPP4		100128540
HGNC:55124	TARDBPP5		100996860
HGNC:50506	TARID	EYA4-AS1	100507308
HGNC:37250	TARM1		441864
HGNC:11572	TARS1	TARS	6897
HGNC:55565	TARS1-DT		107986411
HGNC:30740	TARS2	TARSL1	80222
HGNC:43712	TARS2P1		100533844
HGNC:24728	TARS3	TARSL2	123283
HGNC:14448	TAS1R1	GPR70	80835
HGNC:14905	TAS1R2	GPR71	80834
HGNC:15661	TAS1R3		83756
HGNC:14909	TAS2R1		50834
HGNC:20615	TAS2R2P	TAS2R2	338396
HGNC:14910	TAS2R3		50831
HGNC:14911	TAS2R4		50832
HGNC:14912	TAS2R5		54429
HGNC:20616	TAS2R6P	TAS2R6	448990
HGNC:14913	TAS2R7		50837
HGNC:14915	TAS2R8		50836
HGNC:14917	TAS2R9		50835
HGNC:14918	TAS2R10		50839
HGNC:19103	TAS2R12P	TAS2R12	266656
HGNC:14919	TAS2R13		50838
HGNC:14920	TAS2R14		50840
HGNC:19106	TAS2R15P	TAS2R15	266657
HGNC:14921	TAS2R16		50833
HGNC:19107	TAS2R18P	TAS2R65P, TAS2R18	338414
HGNC:19108	TAS2R19	TAS2R48, TAS2R23	259294
HGNC:19109	TAS2R20	TAS2R49	259295
HGNC:19110	TAS2R22P	TAS2R22	266661
HGNC:19112	TAS2R30	TAS2R47	259293
HGNC:19113	TAS2R31	TAS2R44	259290
HGNC:19114	TAS2R33		266665
HGNC:19115	TAS2R36		266666
HGNC:19116	TAS2R37		266667
HGNC:9584	TAS2R38	PTC	5726
HGNC:18886	TAS2R39		259285
HGNC:18885	TAS2R40	GPR60	259286
HGNC:18883	TAS2R41		259287
HGNC:18888	TAS2R42		353164
HGNC:18875	TAS2R43		259289
HGNC:18876	TAS2R45	GPR59	259291
HGNC:18877	TAS2R46		259292
HGNC:18882	TAS2R50		259296
HGNC:20639	TAS2R60		338398
HGNC:20640	TAS2R62P		338399
HGNC:20641	TAS2R63P		338413
HGNC:20642	TAS2R64P		338412
HGNC:43898	TAS2R67P		448991
HGNC:43905	TAS2R68P		100653053
HGNC:25667	TASL	CXorf21	80231
HGNC:30314	TASOR	C3orf63, FAM208A	23272
HGNC:23484	TASOR2	C10orf18, FAM208B	54906
HGNC:15859	TASP1	C20orf13	55617
HGNC:11573	TAT		6898
HGNC:51369	TAT-AS1		100132529
HGNC:24220	TATDN1		83940
HGNC:45058	TATDN1P1		728737
HGNC:28988	TATDN2		9797
HGNC:39254	TATDN2P1		100131103
HGNC:39255	TATDN2P2		100272205
HGNC:39256	TATDN2P3		100420458
HGNC:27010	TATDN3		128387
HGNC:11575	TAX1BP1		8887
HGNC:40576	TAX1BP1-AS1		105375210
HGNC:30684	TAX1BP3		30851
HGNC:23511	TBATA	C10orf27	219793
HGNC:11578	TBC1D1		23216
HGNC:18026	TBC1D2		55357
HGNC:29183	TBC1D2B		23102
HGNC:19031	TBC1D3		729873
HGNC:27011	TBC1D3B	TBC1D3I	414059
HGNC:24889	TBC1D3C		414060
HGNC:28944	TBC1D3D		101060389
HGNC:27071	TBC1D3E		102723859
HGNC:18257	TBC1D3F		84218
HGNC:29860	TBC1D3G		101060321
HGNC:30708	TBC1D3H		729877
HGNC:32709	TBC1D3I		102724862
HGNC:51247	TBC1D3JP	TBC1D3J	100510707
HGNC:51245	TBC1D3K		101060351
HGNC:51246	TBC1D3L		101060376
HGNC:27445	TBC1D3P1		
HGNC:42362	TBC1D3P1-DHX40P1		653645
HGNC:27783	TBC1D3P2		440452
HGNC:32408	TBC1D3P3	USP6P1	653017
HGNC:32409	TBC1D3P4	USP6P2	100631253
HGNC:43567	TBC1D3P5		440419
HGNC:43568	TBC1D3P6		101928566
HGNC:43569	TBC1D3P7		
HGNC:19165	TBC1D4		9882
HGNC:19166	TBC1D5		9779
HGNC:21066	TBC1D7		51256
HGNC:17791	TBC1D8		11138
HGNC:52782	TBC1D8-AS1		100506286
HGNC:24715	TBC1D8B		54885
HGNC:21710	TBC1D9		23158
HGNC:29097	TBC1D9B		23061
HGNC:23609	TBC1D10A	TBC1D10	83874
HGNC:24510	TBC1D10B		26000
HGNC:24702	TBC1D10C		374403
HGNC:29082	TBC1D12		23232
HGNC:25571	TBC1D13		54662
HGNC:29246	TBC1D14		57533
HGNC:25694	TBC1D15		64786
HGNC:28356	TBC1D16		125058
HGNC:25699	TBC1D17		79735
HGNC:25624	TBC1D19		55296
HGNC:16133	TBC1D20	C20orf140	128637
HGNC:28536	TBC1D21		161514
HGNC:1309	TBC1D22A	C22orf4	25771
HGNC:51221	TBC1D22A-AS1		642757
HGNC:55388	TBC1D22A-DT		
HGNC:21602	TBC1D22B	C6orf197	55633
HGNC:25622	TBC1D23		55773
HGNC:29203	TBC1D24	DFNB86	57465
HGNC:8092	TBC1D25	OATL1	4943
HGNC:28745	TBC1D26		353149
HGNC:41211	TBC1D26-AS1		105371560
HGNC:28104	TBC1D27P	TBC1D27	96597
HGNC:26858	TBC1D28		254272
HGNC:24509	TBC1D29P	TBC1D29	26083
HGNC:29164	TBC1D30		23329
HGNC:30888	TBC1D31	WDR67	93594
HGNC:21485	TBC1D32	C6orf171, C6orf170	221322
HGNC:11579	TBCA		6902
HGNC:42630	TBCAP1		494540
HGNC:42631	TBCAP2		494541
HGNC:42632	TBCAP3		101290501
HGNC:1989	TBCB	CKAP1	1155
HGNC:11580	TBCC		6903
HGNC:25546	TBCCD1		55171
HGNC:11581	TBCD		6904
HGNC:11582	TBCE	KCS, HRD	6905
HGNC:28115	TBCEL	LRRC35	219899
HGNC:54857	TBCEL-TECTA		116804918
HGNC:28261	TBCK		93627
HGNC:53943	TBILA		
HGNC:11584	TBK1		29110
HGNC:30140	TBKBP1		9755
HGNC:11585	TBL1X	TBL1	6907
HGNC:29529	TBL1XR1		79718
HGNC:41243	TBL1XR1-AS1		
HGNC:18502	TBL1Y		90665
HGNC:23979	TBL1YP1		286555
HGNC:11586	TBL2		26608
HGNC:11587	TBL3		10607
HGNC:11588	TBP	GTF2D1, SCA17	6908
HGNC:11589	TBPL1		9519
HGNC:56577	TBPL1P1		100856791
HGNC:19841	TBPL2		387332
HGNC:11590	TBR1		10716
HGNC:29551	TBRG1		84897
HGNC:17443	TBRG4		9238
HGNC:11592	TBX1	VCF	6899
HGNC:11597	TBX2		6909
HGNC:50355	TBX2-AS1		103689912
HGNC:11602	TBX3	UMS	6926
HGNC:55471	TBX3-AS1		105370000
HGNC:11603	TBX4		9496
HGNC:11604	TBX5	HOS	6910
HGNC:27402	TBX5-AS1		255480
HGNC:11605	TBX6		6911
HGNC:11593	TBX10	TBX7	347853
HGNC:11594	TBX15	TBX14	6913
HGNC:11595	TBX18		9096
HGNC:52256	TBX18-AS1		102724201
HGNC:11596	TBX19		9095
HGNC:11598	TBX20		57057
HGNC:11599	TBX21		30009
HGNC:11600	TBX22	CPX, CLPA	50945
HGNC:11601	TBX23P	TBX23	57160
HGNC:11607	TBXA1R		6914
HGNC:11608	TBXA2R		6915
HGNC:11609	TBXAS1		6916
HGNC:11515	TBXT	T	6862
HGNC:19859	TC2N	C14orf47, MTAC2D1	123036
HGNC:22201	TCAF1	FAM115A	9747
HGNC:33604	TCAF1P1	FAM115B	653199
HGNC:26878	TCAF2	FAM139A, FAM115C	285966
HGNC:53641	TCAF2C		100533814
HGNC:33603	TCAF2P1	FAM139B, FAM115D	653691
HGNC:25241	TCAIM	C3orf23	285343
HGNC:30707	TCAM1P	TCAM1	146771
HGNC:11610	TCAP	LGMD2G	8557
HGNC:11612	TCEA1	TCEA, GTF2S	6917
HGNC:11613	TCEA1P1	GTF2SP, TCEA1P	6918
HGNC:29891	TCEA1P2		399511
HGNC:30569	TCEA1P3		340501
HGNC:31091	TCEA1P4		100421350
HGNC:11614	TCEA2		6919
HGNC:11615	TCEA3		6920
HGNC:11616	TCEAL1		9338
HGNC:29818	TCEAL2		140597
HGNC:28247	TCEAL3		85012
HGNC:41191	TCEAL3-AS1		
HGNC:26121	TCEAL4		79921
HGNC:39582	TCEAL4P1		
HGNC:22282	TCEAL5		340543
HGNC:24553	TCEAL6		158931
HGNC:28336	TCEAL7		56849
HGNC:28683	TCEAL8		90843
HGNC:45245	TCEAL8P1		107986036
HGNC:30084	TCEAL9	WBP5	51186
HGNC:56943	TCEAL9P1		
HGNC:28277	TCEANC		170082
HGNC:26494	TCEANC2	C1orf83	127428
HGNC:15630	TCERG1	TAF2S	10915
HGNC:23533	TCERG1L		256536
HGNC:49532	TCERG1L-AS1		101927489
HGNC:55056	TCERG1P1		100420957
HGNC:55057	TCERG1P2		
HGNC:11633	TCF3		6929
HGNC:49742	TCF3P1		100129107
HGNC:11634	TCF4		6925
HGNC:51642	TCF4-AS1		
HGNC:51643	TCF4-AS2		
HGNC:11639	TCF7		6932
HGNC:11640	TCF7L1	TCF3	83439
HGNC:41388	TCF7L1-IT1		
HGNC:11641	TCF7L2	TCF4	6934
HGNC:11623	TCF12		6938
HGNC:27078	TCF12-DT		145783
HGNC:11627	TCF15		6939
HGNC:11629	TCF19		6941
HGNC:11631	TCF20		6942
HGNC:11632	TCF21		6943
HGNC:18602	TCF23		150921
HGNC:32275	TCF24		100129654
HGNC:29181	TCF25		22980
HGNC:11646	TCFL5		10732
HGNC:11791	TCHH	THH	7062
HGNC:31796	TCHHL1	S100A17, THHL1	126637
HGNC:28135	TCHP		84260
HGNC:1357	TCIM	C8orf4	56892
HGNC:11647	TCIRG1		10312
HGNC:11648	TCL1A		8115
HGNC:11649	TCL1B		9623
HGNC:13463	TCL6		27004
HGNC:11652	TCN1		6947
HGNC:11653	TCN2		6948
HGNC:11654	TCOF1		6949
HGNC:11655	TCP1		6950
HGNC:11659	TCP1P1	TCP1L1	647047
HGNC:11660	TCP1P2	TCP1L2	6952
HGNC:21630	TCP1P3	TCP1L3	400013
HGNC:11657	TCP10L		140290
HGNC:21254	TCP10L2		401285
HGNC:11656	TCP10L3	TCP10	6953
HGNC:11658	TCP11	D6S230E	6954
HGNC:25655	TCP11L1		55346
HGNC:28627	TCP11L2		255394
HGNC:48369	TCP11X1		100996631
HGNC:48335	TCP11X2		100996648
HGNC:48370	TCP11X3P		
HGNC:11692	TCTA		6988
HGNC:11693	TCTE1		202500
HGNC:26113	TCTN1		79600
HGNC:25774	TCTN2	C12orf38	79867
HGNC:24519	TCTN3	C10orf61	26123
HGNC:11700	TDG		6996
HGNC:49891	TDGP1		645233
HGNC:15547	TDH		157739
HGNC:55510	TDH-AS1		100129129
HGNC:11708	TDO2		6999
HGNC:18884	TDP1		55775
HGNC:17768	TDP2	TTRAP	51567
HGNC:11712	TDRD1		56165
HGNC:20612	TDRD3		81550
HGNC:20614	TDRD5		163589
HGNC:21339	TDRD6		221400
HGNC:56119	TDRD6-AS1		101926934
HGNC:30831	TDRD7		23424
HGNC:20122	TDRD9	C14orf75	122402
HGNC:25316	TDRD10		126668
HGNC:25044	TDRD12		91646
HGNC:45037	TDRD15		100129278
HGNC:43642	TDRG1		732253
HGNC:11713	TDRKH		11022
HGNC:40578	TDRKH-AS1		109729141
HGNC:26951	TDRP	C8orf42	157695
HGNC:11714	TEAD1	TCF13, AA	7003
HGNC:11715	TEAD2		8463
HGNC:11716	TEAD3	TEAD5	7005
HGNC:11717	TEAD4	TCF13L1	7004
HGNC:11719	TEC		7006
HGNC:22214	TECPR1		25851
HGNC:19957	TECPR2	KIAA0329	9895
HGNC:4551	TECR	SC2, GPSN2	9524
HGNC:27365	TECRL		253017
HGNC:44050	TECRP1		442777
HGNC:44051	TECRP2		391696
HGNC:11720	TECTA	DFNA12, DFNA8, DFNB21	7007
HGNC:11721	TECTB		6975
HGNC:20127	TEDC1	C14orf80	283643
HGNC:25849	TEDC2	C16orf59	80178
HGNC:55403	TEDC2-AS1		729652
HGNC:30233	TEDDM1		127670
HGNC:42447	TEDDM2P	TEDDM1P1	127671
HGNC:56610	TEDDM3P		391600
HGNC:11722	TEF		7008
HGNC:26223	TEFM	C17orf42	79736
HGNC:11724	TEK	VMCM	7010
HGNC:15534	TEKT1		83659
HGNC:11725	TEKT2		27285
HGNC:14293	TEKT3		64518
HGNC:31012	TEKT4		150483
HGNC:37711	TEKT4P1		727768
HGNC:40046	TEKT4P2	MAFIPL	100132288
HGNC:42330	TEKT4P3		100873355
HGNC:26554	TEKT5		146279
HGNC:34496	TEKTIP1	C19orf71	100128569
HGNC:26866	TEKTL1	CCDC105	126402
HGNC:29099	TELO2		9894
HGNC:37242	TEN1	C17orf106	100134934
HGNC:44420	TEN1-CDK3		100529145
HGNC:8117	TENM1	ODZ3, TNM, ODZ1	10178
HGNC:29943	TENM2	ODZ2	57451
HGNC:56066	TENM2-AS1		101927862
HGNC:29944	TENM3	ODZ3	55714
HGNC:28076	TENM3-AS1		90768
HGNC:53456	TENM3-AS2	TEMN3-AS1	105377573
HGNC:29945	TENM4	ODZ4	26011
HGNC:26776	TENT2	PAPD4	167153
HGNC:16705	TENT4A	POLS, PAPD7	11044
HGNC:30758	TENT4B	PAPD5	64282
HGNC:18345	TENT5A	C6orf37, FAM46A	55603
HGNC:28273	TENT5B	FAM46B	115572
HGNC:24712	TENT5C	FAM46C	54855
HGNC:55656	TENT5C-DT		100996263
HGNC:28399	TENT5D	FAM46D	169966
HGNC:11726	TEP1		7011
HGNC:26458	TEPSIN	C17orf56, ENTHD2	146705
HGNC:26675	TERB1	CCDC79	283847
HGNC:28520	TERB2	C15orf43	145645
HGNC:11727	TERC		7012
HGNC:11728	TERF1	TRBF1	7013
HGNC:16733	TERF1P1	TERF1P	348567
HGNC:38110	TERF1P2		646359
HGNC:38499	TERF1P3		646316
HGNC:38500	TERF1P4		648283
HGNC:39686	TERF1P5		283523
HGNC:54602	TERF1P6		100287965
HGNC:54603	TERF1P7		646127
HGNC:11729	TERF2	TRBF2	7014
HGNC:19246	TERF2IP		54386
HGNC:19258	TERF2IPP1		644899
HGNC:52952	TERLR1		101928857
HGNC:11730	TERT		7015
HGNC:14620	TES		26136
HGNC:26065	TESC		54997
HGNC:51142	TESC-AS1		101928244
HGNC:52740	TESHL	LINC01921	101928327
HGNC:11731	TESK1		7016
HGNC:11732	TESK2		10420
HGNC:7446	TESMIN	MTL5	9633
HGNC:29109	TESPA1	KIAA0748	9840
HGNC:29484	TET1	CXXC6	80312
HGNC:33586	TET1P1	CXXC6P1	441662
HGNC:25941	TET2	KIAA1546	54790
HGNC:41125	TET2-AS1		
HGNC:28313	TET3		200424
HGNC:30884	TEX2		55852
HGNC:29585	TEX9		374618
HGNC:25988	TEX10		54881
HGNC:11733	TEX11		56159
HGNC:11734	TEX12		56158
HGNC:11735	TEX13A		56157
HGNC:11736	TEX13B		56156
HGNC:52277	TEX13C		100129520
HGNC:52278	TEX13D		100132015
HGNC:11737	TEX14		56155
HGNC:51268	TEX14BP	LINC01529	644050
HGNC:11738	TEX15		56154
HGNC:37957	TEX16P		100499435
HGNC:33802	TEX19		400629
HGNC:35455	TEX21P		441687
HGNC:40026	TEX22		647310
HGNC:28622	TEX26	C13orf26	122046
HGNC:42784	TEX26-AS1	LINC00447	100507064
HGNC:2563	TEX28	CXorf2	1527
HGNC:33356	TEX28P1		728447
HGNC:33357	TEX28P2		653363
HGNC:55924	TEX28P3		102030688
HGNC:20370	TEX29	C13orf16	121793
HGNC:25188	TEX30	C13orf27	93081
HGNC:25366	TEX35	C1orf49	84066
HGNC:31653	TEX36	C10orf122	387718
HGNC:49500	TEX36-AS1		100169752
HGNC:29589	TEX38	C1orf223, ATPAF1-AS1	374973
HGNC:48667	TEX41		401014
HGNC:28563	TEX44	C2orf57	165100
HGNC:44651	TEX46	C1orf234	729059
HGNC:22402	TEX47	C7orf62	219557
HGNC:52393	TEX48		100505478
HGNC:52382	TEX50		730159
HGNC:52387	TEX51		101929926
HGNC:53643	TEX52		101929469
HGNC:53655	TEX53		105376230
HGNC:53729	TEX54		111216277
HGNC:26553	TEX55	C3orf30	152405
HGNC:21620	TEX56P	C6orf201	404220
HGNC:30722	TEX101		83639
HGNC:55030	TEX101P1		
HGNC:30712	TEX261		113419
HGNC:30247	TEX264		51368
HGNC:11740	TF		7018
HGNC:11741	TFAM	TCF6, TCF6L2	7019
HGNC:11636	TFAMP1	TCF6L1	260341
HGNC:11638	TFAMP2	TCF6L3	260340
HGNC:11742	TFAP2A	TFAP2, AP2TF	7020
HGNC:40579	TFAP2A-AS1		100130275
HGNC:52289	TFAP2A-AS2		
HGNC:11743	TFAP2B		7021
HGNC:11744	TFAP2C		7022
HGNC:15581	TFAP2D	TFAP2BL1	83741
HGNC:30774	TFAP2E		339488
HGNC:41274	TFAP2E-AS1		105378645
HGNC:11745	TFAP4		7023
HGNC:17037	TFB1M		51106
HGNC:18559	TFB2M		64216
HGNC:56898	TFB2MP1		442155
HGNC:11748	TFCP2		7024
HGNC:17925	TFCP2L1		29842
HGNC:11749	TFDP1		7027
HGNC:11750	TFDP1P1	TFDP1P	391158
HGNC:54930	TFDP1P2		441488
HGNC:54931	TFDP1P3		390617
HGNC:11751	TFDP2		7029
HGNC:24603	TFDP3		51270
HGNC:11752	TFE3		7030
HGNC:11753	TFEB		7942
HGNC:11754	TFEC		22797
HGNC:11755	TFF1	BCEI	7031
HGNC:11756	TFF2	SML1	7032
HGNC:11757	TFF3		7033
HGNC:11758	TFG		10342
HGNC:55068	TFGP1		100128379
HGNC:17165	TFIP11		24144
HGNC:55374	TFIP11-DT		100507599
HGNC:11760	TFPI	LACI	7035
HGNC:11761	TFPI2		7980
HGNC:40581	TFPI2-DT		105375401
HGNC:13630	TFPT		29844
HGNC:11762	TFR2		7036
HGNC:11763	TFRC		7037
HGNC:11764	TG		7038
HGNC:20324	TGDS		23483
HGNC:11765	TGFA		7039
HGNC:41389	TGFA-IT1		
HGNC:11766	TGFB1	TGFB, DPD1	7040
HGNC:11767	TGFB1I1		7041
HGNC:11768	TGFB2		7042
HGNC:50628	TGFB2-AS1		728463
HGNC:50629	TGFB2-OT1		103611157
HGNC:11769	TGFB3	ARVD1, ARVD	7043
HGNC:53144	TGFB3-AS1		
